reclon,reclat
-120.165,34.104
-120.062,34.1
-120.062,34.097
-120.042,34.1
-119.202,33.972
-120.193,34.105
-120.928,32.897
-125.437,28.124
-120.178,33.929
-119.538,34.193
-120.075,34.131
-120.64,34.048
-120.548,34.085
-120.562,34.029
-120.518,34.027
-120.587,34.117
-120.59,34.057
-120.081,33.94
-121.677,33.785
-120.612,33.98
-120.574,34.09
-119.943,34.158
-119.825,34.148
-120.251,34.43
-120.787,34.587
-120.521,34.515
-120.648,34.489
-120.285,34.22
-120.779,34.549
-120.966,34.617
-120.788,34.593
-120.777,34.577
-120.488,34.394
-120.528,34.211
-119.375,33.285
-120.57,34.048
-120.906,34.813
-120.895,34.971
-121.374,34.891
-122.623,35.055
-122.758,34.463
-122.538,34.28
-122.632,33.207
-128.886,33.209
-122.312,33.42
-121.807,33.588
-121.8,33.581
-120.592,33.669
-120.726,33.76
-124.413,32.791
-120.465,34.01
-120.485,34.019
-120.398,34.122
-120.402,34.124
-120.437,34.201
-120.416,34.185
-121.125,34.307
-120.294,34.242
-120.633,34.154
-120.557,34.191
-120.666,34.341
-120.531,34.982
-121.066,35.006
-121.178,34.974
-121.684,35.435
-122.204,36.923
-122.414,36.892
-122.5,37.065
-122.465,37.082
-122.515,37.064
-122.699,37.021
-122.437,37.045
-122.447,37.056
-122.331,37.003
-123.316,37.598
-122.967,37.115
-120.08,36.911
-123.364,37.897
-123.238,37.901
-123.398,38.583
-123.467,38.586
-123.698,38.696
-123.645,38.736
-123.753,38.919
-123.797,39.157
-123.588,38.591
-123.519,38.59
-123.214,38.518
-123.312,38.391
-123.342,38.428
-123.421,38.524
-123.276,37.796
-123.28,37.826
-123.446,37.851
-123.443,37.781
-123.064,38
-123.258,37.978
-123.297,37.937
-122.903,37.644
-133.641,31.86
-123.526,37.915
-123.414,37.979
-125.245,38.102
-123.48,37.938
-123.447,37.893
-123.385,37.958
-123.34,37.989
-123.417,38.046
-123.401,38.311
-122.882,38.253
-123.544,38.168
-123.525,38.103
-122.728,37.872
-122.042,36.825
-123.385,38.071
-123.402,38.133
-123.436,38.074
-123.434,38.052
-123.409,38.054
-123.467,38.003
-124.293,38.743
-123.884,37.708
-123.298,37.789
-123.022,37.748
-123.763,38.035
-123.439,38.071
-123.38,38.159
-123.678,38.176
-123.751,37.995
-123.417,37.912
-122.948,37.655
-123.155,38.029
-123.263,37.83
-123.343,37.847
-123.281,37.827
