reclon,reclat
-102.877,7.754
-103.087,7.948
-102.941,7.648
-103.038,7.796
-103.82,7.29
-103.052,7.661
-102.994,7.583
-103.323,7.539
-103.707,7.452
-103.058,7.537
-103.023,7.548
-102.859,7.439
-102.823,7.837
-103.009,7.267
-103.126,7.409
-103.331,7.26
-103.349,7.155
-103.132,7.127
-103.111,7.059
-103.248,7.026
-103.303,7.134
-103.24,6.993
-103.331,6.952
-103.454,7.032
-103.221,6.985
-102.853,7.158
-102.352,7.046
-103.062,7.204
-102.874,7.377
-102.861,7.363
-103.149,7.332
-103.044,7.211
-102.834,7.414
-102.736,7.609
-102.583,8.024
-102.02,8.056
-101.941,8.25
-102.071,7.726
-102.375,7.502
-102.115,7.743
-102.055,7.679
-102.547,8.445
-101.921,7.617
-101.571,7.508
-102.415,8.08
-101.752,7.457
-101.705,7.702
-101.652,7.553
-101.616,7.576
-102.071,7.439
-101.663,7.366
-101.791,7.456
-101.935,7.513
-101.897,7.521
-101.762,7.342
-101.997,7.572
-101.595,7.386
-101.537,7.193
-101.71,7.165
-101.614,7.188
-101.099,6.984
-101.896,7.216
-101.036,6.87
-101.785,6.96
-101.576,6.921
-101.803,7.19
-101.889,7.151
-102.252,7.019
-101.866,7.089
-101.871,7.157
-101.687,6.987
-101.916,7.297
-101.83,7.153
-102.028,7.121
-102.01,7.399
-102.238,7.607
-102.072,7.69
-102.131,7.957
-102.931,8.085
-102.361,7.805
-101.376,8.703
-102.362,8.042
-102.238,7.876
-102.612,8.3
-102.922,8.025
-103.099,8.269
-103.327,8.067
-101.512,7.959
-102.589,8.035
-103.483,8.519
-103.958,8.683
-104.822,10.267
-105.3,10.724
-105.753,11.113
-106.122,11.495
-106.847,12.335
-106.792,12.293
-107.877,13.379
-108.762,15.1
-109.022,15.498
-108.797,16.22
-110.311,19.565
-110.188,19.808
-109.949,20.462
-109.868,20.42
-110.427,21.236
-110.47,21.14
-110.599,21.778
-110.619,21.763
-110.952,22.13
-111.6,22.202
-111.46,22.588
-111.989,22.475
-111.872,22.365
-111.734,22.198
-111.598,22.4
-111.553,23.24
-111.381,23.729
-111.279,23.724
-111.515,24.042
-112.586,24.702
-112.805,25.333
-113.879,26.491
-114.162,26.595
-113.892,27.161
-115.643,28.177
-115.895,28.143
-115.952,29.39
-116.037,29.465
-116.242,29.355
-115.896,29.506
-116.616,29.34
-116.203,29.422
-115.826,29.414
-115.88,29.45
-115.826,29.388
-115.785,29.375
-115.831,29.341
-115.868,29.763
-116.922,30.426
-117.159,30.456
-117.359,30.514
-117.081,30.497
-116.529,31.055
-117.311,30.435
-117.316,30.234
-117.265,30.283
-117.025,30.583
-117.426,30.432
-116.804,31.072
-117.211,31.376
-117.164,31.316
-117.308,31.23
-116.808,31.513
-117.141,31.205
-117.691,30.888
-116.963,31.407
-117.823,32.375
-118.04,32.231
-118.983,33.892
-119.457,33.676
-119.341,33.338
-119.264,33.801
-119.387,33.309
-119.815,33.379
-120.421,33.341
-120.725,32.278
-122.962,37.73
-123.375,37.446
-122.65,37.149
-123.494,37.72
-123.094,37.329
-123.168,37.767
-124.115,37.847
-122.974,37.788
-122.882,37.506
-122.61,37.524
-122.402,37.336
-125.247,37.076
-122.055,37.901
-122.92,37.529
-122.365,37.498
-122.65,37.172
-121.97,37.353
-122.431,37.144
-121.999,37.315
-123.32,36.916
-122.669,37.164
-122.829,37.412
-122.817,37.416
-122.947,37.409
-122.531,37.259
-123.238,37.378
-122.931,37.487
-122.883,37.4
-122.743,37.373
-122.857,37.375
-122.862,37.433
-122.854,37.543
-123.26,37.268
-123.145,36.888
-123.771,36.716
-125.304,36.785
-124.95,36.369
-126.969,34.014
-126.031,33.815
-126.445,34.342
-131.302,36.787
-140.277,42.253
-142.236,42.972
-143.681,43.387
-144.736,43.678
-147.296,43.992
-150.016,44.298
-151.57,41.192
-151.57,41.097
-151.005,39.117
-150.706,39.125
-150.479,38.402
-149.446,36.928
-148.566,36.422
-148.46,36.313
-146.626,35.458
-147.892,35.729
-147.891,35.68
-145.397,34.14
-143.883,33.658
-143.215,32.647
-123.073,37.77
-122.761,37.511
-122.137,37.109
-122.803,37.744
-123.081,37.748
